The configuration settings in the file confs/conf_train_ldmcpc_model.py:

max_epochs = 100
patience = 20
dropout = 0.0
batch_size = 8
learning_rate = 2e-3
num_speakers = 10
num_frames_encoding = 128
future_predicted_timesteps = 4
train_model = 1
test_model = 1
load_model = 0
rand_init = 0
save_best_model = 1
print_conf_contents = 1
encoder_name = 'CPC_encoder'
autoregressive_model_name = 'CPC_autoregressive_model'
postnet_name = 'CPC_postnet'
rnn_models_used_in_ar_model = 0
dataset_name = 'CPCDataset' #*
loss_name = 'CPC_loss_no_classes'
loss_params = {'future_predicted_timesteps': future_predicted_timesteps}
optimization_algorithm = 'Adam'
optimization_algorithm_params = {'lr': learning_rate}
use_lr_scheduler = 1
lr_scheduler = 'ReduceLROnPlateau'
lr_scheduler_params = {'mode': 'min',
                       'factor': 0.5,
                       'patience': 30}
encoder_params = {'dropout': dropout}
ar_model_params = {'type':'ldm'}
w_params = {'future_predicted_timesteps': future_predicted_timesteps,
            'detach':False}
w_use_ldm_params = 1
encoder_best_model_name = f"models/{num_speakers}/CPC_Encoder_best_model_{ar_model_params['type']}_ldmfcst{w_use_ldm_params}.pt"
ar_best_model_name = f"models/{num_speakers}/CPC_AR_best_model_{ar_model_params['type']}_ldmfcst{w_use_ldm_params}.pt"
w_best_model_name = f"models/{num_speakers}/W_best_model_{ar_model_params['type']}_ldmfcst{w_use_ldm_params}.pt"
random_seed = 22
params_train_dataset = {'random_seed': random_seed, 'num_speakers': num_speakers}
params_validation_dataset = {'random_seed': random_seed, 'num_speakers': num_speakers}
params_test_dataset = {'random_seed': random_seed, 'num_speakers': num_speakers}
params_train = {'batch_size': batch_size,
                'shuffle': True,
                'drop_last': True,
                'num_workers': 0,
                'pin_memory': False}
params_test = {'batch_size': batch_size,
               'shuffle': False,
               'drop_last': True}
name_of_log_textfile = f"logs/cpc_trainlog_{ar_model_params['type']}_ldmfcst{w_use_ldm_params}_rndinit{rand_init}.txt"
train_size = 0.8

########################################################################################



Process on cuda

Number of parameters:
Encoder #params:  4730624 (%91.1)
AR #params:        197376 (%3.8)
W #params:         262144 (%5.1)
Total #params: 5190144

Initializing training set...
Done!
Initializing validation set...
Done!
Initializing test set...
Done!

Starting training...
Epoch: 0001 | Mean training loss: 2241.1889 | Mean validation loss: 5393.6847 (lowest: 5393.6847) | training acc: 25.4310% | validation acc : 29.8077% | Duration: 165.3598 seconds
Epoch: 0002 | Mean training loss: 587.2583 | Mean validation loss: 1170.3493 (lowest: 1170.3493) | training acc: 31.4655% | validation acc : 39.4231% | Duration: 159.7336 seconds
Epoch: 0003 | Mean training loss: 493.7593 | Mean validation loss: 418.1920 (lowest: 418.1920) | training acc: 31.2500% | validation acc : 25.9615% | Duration: 159.5715 seconds
Epoch: 0004 | Mean training loss: 410.2696 | Mean validation loss: 2029.1514 (lowest: 418.1920) | training acc: 32.7586% | validation acc : 36.5385% | Duration: 160.1036 seconds
Epoch: 0005 | Mean training loss: 312.9755 | Mean validation loss: 332.2441 (lowest: 332.2441) | training acc: 34.5905% | validation acc : 43.2692% | Duration: 159.8555 seconds
Epoch: 0006 | Mean training loss: 246.2058 | Mean validation loss: 331.1317 (lowest: 331.1317) | training acc: 38.3621% | validation acc : 42.3077% | Duration: 159.5887 seconds
Epoch: 0007 | Mean training loss: 295.7752 | Mean validation loss: 484.0621 (lowest: 331.1317) | training acc: 40.7328% | validation acc : 51.9231% | Duration: 159.2926 seconds
Epoch: 0008 | Mean training loss: 232.2345 | Mean validation loss: 579.9246 (lowest: 331.1317) | training acc: 45.9052% | validation acc : 44.2308% | Duration: 158.6931 seconds
Epoch: 0009 | Mean training loss: 170.5134 | Mean validation loss: 183.1859 (lowest: 183.1859) | training acc: 48.2759% | validation acc : 51.9231% | Duration: 159.1072 seconds
Epoch: 0010 | Mean training loss: 149.6894 | Mean validation loss: 909.9554 (lowest: 183.1859) | training acc: 50.9698% | validation acc : 52.8846% | Duration: 158.5110 seconds
Epoch: 0011 | Mean training loss: 130.7351 | Mean validation loss: 679.3817 (lowest: 183.1859) | training acc: 53.1250% | validation acc : 59.6154% | Duration: 158.6210 seconds
Epoch: 0012 | Mean training loss: 122.4861 | Mean validation loss: 168.5105 (lowest: 168.5105) | training acc: 52.8017% | validation acc : 52.8846% | Duration: 158.8779 seconds
Epoch: 0013 | Mean training loss: 106.2100 | Mean validation loss: 153.0007 (lowest: 153.0007) | training acc: 52.3707% | validation acc : 55.7692% | Duration: 158.5652 seconds
Epoch: 0014 | Mean training loss: 98.9458 | Mean validation loss: 124.0959 (lowest: 124.0959) | training acc: 61.5302% | validation acc : 62.5000% | Duration: 160.3846 seconds
